a-taxi-driver-2017_Simon Abrams,2.0,-1,1,-1,1,1,-1,-1,-1,-2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,
a-united-kingdom-2017_Christy Lemire,2.5,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,2,-1,-1,1,-1,-1,0,-1,-1,2,1,-1,
a-walk-among-the-tombstones-2014_Glenn Kenny,3.5,-1,1,1,1,0,-1,-1,1,-1,0,-1,0,-1,-1,-2,-1,-1,1,0,1,-1,-1,-1,-1,1,
a-walk-in-the-woods-2015_Susan Wloszczyna,2.5,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-2,-1,0,-1,0,-1,
a-war-2016_Glenn Kenny,3.5,-1,-1,0,1,-1,-1,-1,-1,-1,-1,2,0,0,-1,-2,-1,-1,-1,0,0,-1,-1,2,
a-wolf-at-the-door-2015_Pablo Villaça,3.5,-1,-2,-1,-1,-1,2,-1,-1,-1,0,-1,1,-1,-1,1,
a-woman-a-part-2017_Glenn Kenny,3.0,1,2,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,1,
a-year-in-champagne-2015_Glenn Kenny,2.5,0,-1,1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
abacus-small-enough-to-jail-2017_Matt Zoller Seitz,4.0,-1,-2,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-1,1,1,0,-1,1,1,-1,-1,1,1,2,1,1,0,1,1,-1,
abattoir-2016_Brian Tallerico,0.5,-1,-1,-2,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,
abcs-of-death-2-2014_Glenn Kenny,2.5,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-2,-1,-1,-1,-1,-1,
abortion-stories-women-tell-2016_Brian Tallerico,3.0,-1,-1,1,-1,-1,1,1,-1,0,0,1,0,1,-1,-1,1,1,1,1,1,-1,-1,0,1,1,1,0,
about-alex-2014_Brian Tallerico,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,-1,1,1,-1,1,-1,-1,-1,-1,
about-elly-2015_Godfrey Cheshire,4.0,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,2,-1,0,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,2,1,-1,1,1,-1,1,-1,1,
about-last-night-2014_Odie Henderson,3.0,0,1,-1,0,-1,1,1,-1,2,-1,1,-1,-1,-2,-1,-1,-1,1,0,0,1,-1,-1,-1,-1,0,0,-1,-1,-1,1,-1,-1,2,-1,1,1,1,-1,1,1,2,1,-1,1,-1,1,-1,
absolutely-anything-2017_Nick Allen,3.0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,2,-1,1,-1,1,
absolutely-fabulous-the-movie-2016_Nick Allen,3.0,0,0,1,1,1,-1,2,1,-1,1,-1,1,1,1,-1,1,
abuse-of-weakness-2014_Peter Sobczynski,4.0,-1,1,-1,-1,-1,-2,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,0,1,2,-1,2,
accidental-love-2015_Susan Wloszczyna,1.0,1,-1,-1,-2,-1,-1,-1,-2,-1,-1,-2,-1,-1,-1,-1,0,-1,-2,-1,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,-1,-1,-1,
actress-2014_Christy Lemire,3.0,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,1,0,-1,1,-1,1,0,-1,-1,
addicted-2014_Sheila O&#39;Malley,1.5,-1,1,1,-1,-1,0,1,0,0,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-2,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,-1,1,
