good-kill-2015_Matt Zoller Seitz,2.5,-1,1,-1,1,1,-1,0,1,-1,1,-2,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-2,-1,-1,1,
goodbye-to-language-2014_Matt Zoller Seitz,3.5,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,0,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,0,-1,-1,1,-1,-1,1,
hacksaw-ridge-2016_Matt Zoller Seitz,2.5,-2,-1,1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,1,-1,1,0,-1,1,2,-1,1,-1,
handsome-2017_Matt Zoller Seitz,2.0,1,0,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,0,0,0,-1,-1,-1,0,1,-1,1,1,1,0,-1,
happy-valley-2014_Matt Zoller Seitz,3.0,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,-1,-1,
holy-hell-2016_Matt Zoller Seitz,1.5,1,1,-1,0,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,-2,-1,1,-1,-1,1,0,0,0,
horse-money-2015_Matt Zoller Seitz,3.5,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,-1,0,-1,1,1,-1,-2,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,0,-1,-1,
human-capital-2015_Matt Zoller Seitz,2.0,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,-1,
hunter-gatherer-2016_Matt Zoller Seitz,3.0,-1,0,0,-1,-1,2,-1,-1,-1,1,-1,1,-2,-1,-1,-1,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,0,-1,-2,1,-1,-1,1,1,
i-am-ali-2014_Matt Zoller Seitz,2.5,-1,-1,1,-2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,
i-am-not-your-negro-2016_Matt Zoller Seitz,3.5,2,1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,1,1,-1,-2,0,1,
i-dont-feel-at-home-in-this-world-anymore-2017_Matt Zoller Seitz,3.0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,
i-love-you-daddy-2017_Matt Zoller Seitz,0.5,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-2,-1,-2,-1,-1,-1,-1,1,0,1,0,0,1,
if-you-dont-i-will-2014_Matt Zoller Seitz,3.0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,1,1,0,0,
in-jackson-heights-2015_Matt Zoller Seitz,3.5,-1,0,-1,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-1,1,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,1,1,0,-1,-1,0,-1,0,0,1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,1,
in-the-heart-of-the-sea-2015_Matt Zoller Seitz,2.0,0,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,2,-1,1,-1,-1,
