the-founder-2017_Matt Zoller Seitz_3.0.txt,2,28,2,10,0,
the-grand-seduction-2014_Matt Zoller Seitz_3.0.txt,2,28,11,14,1,
the-handmaiden-2016a_Matt Zoller Seitz_4.0.txt,2,20,4,15,0,
the-hateful-eight-2015_Matt Zoller Seitz_2.0.txt,6,38,7,8,0,
the-hollars-2016_Matt Zoller Seitz_2.5.txt,2,26,5,6,1,
the-hunger-games-mockingjay---part-1-2014_Matt Zoller Seitz_2.5.txt,0,20,1,3,4,
the-jungle-book-2016_Matt Zoller Seitz_4.0.txt,1,20,2,13,0,
the-last-of-robin-hood-2014_Matt Zoller Seitz_0.5.txt,3,19,3,5,0,
the-layover-2017_Matt Zoller Seitz_1.5.txt,1,20,1,11,0,
the-lost-city-of-z-2017_Matt Zoller Seitz_3.5.txt,0,21,3,15,1,
the-lovers-and-the-despot-2016_Matt Zoller Seitz_2.0.txt,1,21,1,1,0,
the-martian-2015_Matt Zoller Seitz_3.5.txt,1,29,7,14,0,
the-meddler-2016_Matt Zoller Seitz_4.0.txt,0,16,3,12,0,
the-monuments-men-2014_Matt Zoller Seitz_2.5.txt,0,16,1,10,1,
the-november-man-2014_Matt Zoller Seitz_2.0.txt,0,34,3,4,0,
the-rehearsal-2017_Matt Zoller Seitz_2.5.txt,0,16,4,9,0,
the-selfish-giant-2013_Matt Zoller Seitz_3.5.txt,0,34,3,5,0,
the-shallows-2016_Matt Zoller Seitz_3.0.txt,0,20,3,6,1,
the-walk-2015_Matt Zoller Seitz_2.5.txt,1,27,5,13,0,
the-water-diviner-2015_Matt Zoller Seitz_2.0.txt,0,22,0,1,1,
the-witness-2016_Matt Zoller Seitz_3.5.txt,2,25,3,7,0,
the-wolf-of-wall-street-2013_Matt Zoller Seitz_3.5.txt,4,43,6,9,0,
the-wonders-2015_Matt Zoller Seitz_3.0.txt,0,19,4,8,2,
the-world-made-straight-2015_Matt Zoller Seitz_2.5.txt,0,16,3,5,0,
the-zero-theorem-2014_Matt Zoller Seitz_2.5.txt,1,23,3,7,0,
thor-ragnarok-2017_Matt Zoller Seitz_3.0.txt,3,32,4,7,1,
time-out-of-mind-2015_Matt Zoller Seitz_3.5.txt,0,19,11,16,1,
tomorrowland-2015_Matt Zoller Seitz_3.0.txt,2,15,4,8,2,
tower-2016_Matt Zoller Seitz_3.5.txt,0,18,4,7,0,
transcendence-2014_Matt Zoller Seitz_2.5.txt,2,37,10,8,1,
trophy-2017_Matt Zoller Seitz_4.0.txt,0,35,3,10,1,
under-the-skin-2014_Matt Zoller Seitz_4.0.txt,0,29,26,25,0,
venus-in-fur-2014_Matt Zoller Seitz_2.0.txt,2,17,7,12,1,
veronica-mars-2014_Matt Zoller Seitz_3.5.txt,2,23,7,7,1,
walking-out-2017_Matt Zoller Seitz_3.0.txt,1,13,4,5,1,
war-dogs-2016_Matt Zoller Seitz_2.0.txt,0,26,7,7,1,
white-god-2015_Matt Zoller Seitz_3.5.txt,0,27,0,12,1,
whose-streets-2017_Matt Zoller Seitz_3.5.txt,2,27,6,4,0,
wish-upon-2017_Matt Zoller Seitz_1.0.txt,0,22,4,7,0,
z-for-zachariah-2015_Matt Zoller Seitz_2.5.txt,2,22,0,8,3,
zootopia-2016_Matt Zoller Seitz_3.0.txt,0,24,1,5,2,
