Entourage,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equals,2,-1,1,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,1,1,-1,0,1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everest,3,-2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,-1,-1,1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Secret Thing,2,0,1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-2,-1,-1,1,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Thing Will Be Fine,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-2,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everybody Wants Some,4,-1,1,-1,-1,1,1,0,-1,-1,0,1,0,1,-2,1,1,-1,2,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everything Everything,1,0,-1,1,1,-2,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-2,-1,1,-1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Ex Machina,3.5,-1,-1,0,1,1,-1,0,0,0,-1,0,1,1,-1,1,0,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,2,1,-1,-1,1,-1,0,1,-1,0,1,-1,1,1,,,,,,,,
Experimenter,2.5,-1,0,-1,1,-1,0,-2,1,0,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,2,-1,1,-1,-1,-1,-1,1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Eye in the Sky,3,1,1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantastic Beasts,3,2,-1,1,-1,-1,-1,0,1,1,1,-1,-2,1,0,-2,1,-1,1,0,-1,-1,-1,1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantastic Four,1.5,-1,0,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
Fate of the Furious,2,-1,0,1,-1,-1,0,-1,0,-1,-1,-2,-1,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,
Fences,3,1,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,-1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fifty Shades Darker,2,-1,-1,-1,1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-2,0,1,1,-1,0,1,2,-1,-2,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fifty Shades of Gray,1.5,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,0,0,0,-1,-1,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,
Finding Dory,3,0,0,0,0,1,1,-1,0,1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Kill,3,0,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,-2,-1,-1,2,-1,-1,0,-1,1,-1,0,0,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First They Killed My Father,3,-1,1,-1,0,-1,1,1,-1,0,0,-1,-1,1,2,-1,1,2,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fist Fight,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,,,,,,,,,,,,,,
Flag Flying,4,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,2,0,-1,-1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Project,3.5,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
Focus,3.5,-1,-1,1,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francofonia,3.5,1,-1,-1,1,-2,-1,1,-2,0,-2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free Fire,3,1,-2,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,1,-1,0,,,,,,,,,,,,,,,,,,,
Free State of Jones,3.5,1,0,-1,-1,-1,1,-1,0,-1,1,-2,-1,-1,1,2,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,1,-1,0,-1,-1,-1,-1,1,2,1,,,,,,,,,,,,,,,,,,,,
Freeheld,2.5,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Furious 7,3,0,-2,-2,1,-1,-1,-1,-2,-1,1,-1,-1,-1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genius,3.5,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get a Job,3,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Hard,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Out,3.5,0,-1,1,-1,0,0,-1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,-1,0,0,0,0,0,-1,-2,-1,1,-1,-1,2,1,-1,2,,,,,,,,,,,,,,,,,,,,,,,
Ghost in the Shell,2.5,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,1,0,1,1,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostbusters,1,-1,-1,-1,0,1,-1,0,-1,-2,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,,,,,,,,,,,
Gifted,4,1,0,1,-1,1,-1,-1,1,1,-1,1,0,-1,0,1,-1,-1,-1,1,1,1,-1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girl on th eTrain,2,0,1,-1,-1,-2,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,-1,1,-1,-2,-1,-2,-1,-1,-1,-1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girls Trip,3,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,1,0,0,0,1,1,-1,-1,-1,1,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,
Glass Castle,2,0,-2,0,1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold,3,-1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Kill,3,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,1,1,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Time,2.5,0,2,-1,1,1,0,1,-1,-2,-1,1,0,-1,-2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodbye Christopher Robin,2,2,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-2,2,-2,-1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodnight Mommy,3.5,0,1,-1,-1,0,1,-1,1,1,-2,-1,-1,1,-1,-1,0,0,0,2,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Room,3.5,-1,0,-1,0,-1,0,-1,1,1,0,0,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,
Guardians of the Galaxy 2,3,-1,1,-1,-1,1,2,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Gun Shy,1.5,-1,-1,-1,-1,-1,-2,-2,-1,0,-1,-1,-1,0,0,-1,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hacksaw Ridge,3,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,2,-1,-1,-1,0,-1,0,-1,-1,-1,-1,2,-1,1,0,1,-1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,
Hail Ceaser,4,0,-1,2,1,1,1,1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,0,1,1,-1,-1,-1,1,-1,0,1,1,2,,,,,,,,,,,,,,,,,,,,
Hands of Stone,3.5,1,-1,-1,1,1,0,0,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven Knows What,3,1,1,0,1,1,-1,-2,-1,-1,-1,-1,1,0,-2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heist,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hell or High Water,4,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,0,-1,-1,-2,1,-1,-1,-1,-1,-1,1,0,0,-1,0,-1,2,-1,1,-1,1,2,-1,,,,,,,,,,,,,,
Henrietta Lacks,3,1,0,-1,0,-1,1,1,0,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Figures,3.5,1,-1,-1,1,0,-1,-1,-1,2,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,0,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
High Rise,2.5,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,1,2,2,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmans Bodyguard,1.5,-1,0,-1,-1,1,0,-1,1,-2,-1,-1,-2,1,0,-1,0,-1,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitman,1.5,1,-1,1,0,-2,0,-1,-2,-1,-1,0,-1,-1,1,1,1,-1,-1,-2,-1,-1,0,0,1,-1,1,1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hockney,3,-1,2,2,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hologram For A King,3.5,0,1,0,0,1,2,-1,-2,-2,0,-1,0,0,-1,0,-1,1,0,0,-1,0,-1,-1,0,1,2,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Again,2,1,-2,-1,1,1,1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,
Home,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Pursuit,1.5,-1,-1,-1,-1,-1,1,-1,-1,-2,1,0,-1,1,-1,-2,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Tub Time Machine 2,1,0,1,-1,-2,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
How to Be Single,3.5,-1,-1,-1,0,-1,0,2,-1,0,0,-1,1,-1,-1,1,-1,0,2,0,-1,-1,1,-1,1,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to Plan an Orgy in a Small Town,1.5,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,-1,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am Big Bird,3.5,1,-1,0,0,-1,1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Saw The Light,3,0,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Smile Back,3,-1,1,1,-1,1,-1,-1,1,-1,-1,1,0,2,1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illicit,2,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-2,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperiu,3.5,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inconvenient Sequel,3,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-2,-1,-1,0,-1,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independence Day Resurgence,1.5,-1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,-1,1,-1,0,-2,0,0,0,-1,-1,-1,-1,1,-1,-2,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,,,,,,,,,,,
Infinitely Polar Bear,3,-1,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingrid Goes West,3.5,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,1,1,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inherent Vice,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside Out,4,2,0,1,1,1,-1,1,1,1,2,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,0,0,-1,-1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Irrational Man,3.5,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Comes At Night,3,0,0,0,0,-1,1,2,1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,2,0,-1,1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,4,1,-1,-1,-1,0,-2,-1,1,0,2,1,-1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,0,2,1,-1,-1,-1,-1,0,-1,1,0,0,1,2,1,1,-1,0,,,,,,,,,,,,,,,,,
Jack Reacher Never Go Back,1.5,-1,1,-1,-1,-1,-1,-2,-2,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Jackie,3,0,1,1,1,-1,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,2,1,-1,0,-1,-1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Bourne,3.5,-2,-1,-1,-2,0,0,-1,-1,-1,1,-1,2,1,1,1,-2,-1,0,-1,-1,0,2,1,-1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennys Wedding,1,0,-1,0,-2,-1,-1,-1,0,-1,1,-1,-1,-1,1,0,-1,-1,0,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Wick Chapter 2,3.5,-1,-1,0,1,1,-1,-2,-1,-1,-1,-1,0,-1,0,0,-1,0,0,1,-2,2,1,0,-1,-1,-1,-1,-1,2,1,0,2,1,-1,0,,,,,,,,,,,,,,,,,,,,,,
Joy,3,1,1,1,2,-1,-1,1,-1,-1,1,-1,0,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,-1,0,1,1,1,,,,,,,,,,,,
Jurassic World,3.5,0,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,2,1,0,-1,1,0,1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,1,1,-1,-1,1,-1,0,1,0,1,0,,,,,,,,,,,,
Justice League,3.5,0,-1,-1,0,-1,-1,-1,-1,-2,-1,1,0,1,1,-1,-1,-1,1,-1,-1,1,0,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,
Kickok,2,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-2,-1,-1,1,-1,0,-1,1,0,1,2,-1,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kidnapping Mrs Heineken,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kidnap,2.5,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,,,,,,,,,,,,,,,,
Killing Gunther,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killing Sacred Deer,3,1,1,1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Arthur,3,1,-1,-1,0,-1,0,1,1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,1,-1,1,1,-1,1,-1,0,1,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsman Golden Circle,1.5,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,-1,0,-1,-1,1,0,1,1,-1,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,,,,,,,,,,
Kingsman The Secret Service,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knight of Cups,2,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knock Knock,3,1,-2,-1,-1,1,-1,1,0,1,-1,1,1,-1,0,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,
Kong Skull Island,3,-1,-1,-2,-1,2,-1,-1,-1,-2,-1,-1,-1,-1,1,1,-1,2,-1,-1,1,0,0,-1,-1,2,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La La Land,4,-1,2,-1,1,-1,1,2,1,1,1,1,1,-1,-1,1,0,0,0,1,2,2,-1,2,1,1,-1,0,-1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady in the Van,3,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,0,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybird,4,1,-1,2,2,2,-1,0,2,-1,1,-1,-1,-1,-1,2,-1,1,1,-1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landline,3.5,1,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-2,-1,1,2,1,1,-1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Face,1.5,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazarus Effect,1,-1,0,-1,-1,-1,1,-1,0,0,0,-1,-1,1,-1,0,1,-1,1,1,-1,0,-1,-1,0,-1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBJ,3,-1,1,1,0,1,0,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,0,-1,-1,1,-1,2,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap!,3,-1,1,2,-1,0,0,-1,0,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend of Tarzan,2.5,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,-1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend,2.5,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lego Batman Movie,3.5,-1,1,-1,2,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,2,-1,-1,1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life Robert Pattenson,3,-1,1,-1,-1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life,2,0,1,0,1,-1,0,0,1,-1,1,-1,0,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-2,1,0,0,0,,,,,,,,,,,,,,,,
Light Between Oceans,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,2,1,1,-1,-1,0,0,0,,,,,,,,,,,,
Lights Out,4,-1,-1,-1,-1,0,0,-1,-1,1,1,0,1,1,2,-1,-1,-1,-1,2,1,0,1,-1,0,-1,1,0,-1,-1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lila and Eve,2,1,0,-1,0,1,-1,-1,-1,-1,-1,-2,1,-1,-1,-1,-1,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limehouse Golem,3,-1,1,2,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,3.5,-1,-1,-1,1,0,-1,-1,0,2,1,-1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,-1,-1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Hours,3,1,-1,0,0,1,1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live By Night,2.5,-1,0,0,0,-1,0,-1,-1,1,-1,0,1,-1,-1,-1,-2,1,-1,0,-1,-1,-1,-1,-2,-1,-2,-1,-1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
Live From New York,2.5,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,-1,0,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Lucky,3.5,-1,-1,-1,1,-2,-1,1,-1,-2,1,-1,0,-1,-1,-1,-1,-2,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan,3.5,1,1,2,-1,-1,0,-1,0,0,-1,0,1,-1,-2,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-2,-1,0,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
London has Fallen,1.5,-1,-1,1,-1,0,-1,-1,1,0,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-2,-1,,,,,,,,,,,,,,,,,,,,,,
Love and Friendship,3.5,1,-1,0,-1,-1,-1,-1,1,-2,1,-1,-1,0,0,1,1,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love and Mercy,3.5,-1,-1,1,1,-1,0,1,-1,2,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love,2,-1,0,-1,0,-1,1,-1,0,0,0,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,-1,-1,0,1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
